company,category,keyword,sentence
Jenoptik,strategic,artificial intelligence,"The solutions offered cover a wide range of stationary and mobile applications, and use video analytics, artificial intelligence, and sensor fusion."
Jenoptik,strategic,artificial intelligence,We also want to further expand our software expertise and our knowledge in the field of artificial intelligence.
Jenoptik,strategic,artificial intelligence,The use of artificial intelligence plays an increasingly important role in both frontend and backend systems.
Jenoptik,strategic,artificial intelligence,Particular attention was paid to the emerging field of quantum technology as well as to developments in artificial intelligence.
Jenoptik,strategic,artificial intelligence,Digitization and artificial intelligence are primarily viewed as opportunities to further integrate digital solutions into the product portfolio.
Jenoptik,strategic,artificial intelligence,Trends relating to artificial intelligence and the increasing digital interconnection of hardware and software components are associated with rising demand for high-performance chips in the semiconductor industry and for semiconductor manufacturing equipment.
Jenoptik,strategic,artificial intelligence,"Due to the rapid progress in the use of artificial intelligence (“AI”) and the increasing digitization in all areas of application, the requirements placed on Supervisory Board members’ expertise in the areas of digitization, digital transformation of the company, and integration of AI into the corporate business models have increased."
Jenoptik,strategic,digital transformation,"Information Security − Corporate Innovation & Digital Transformation − Mergers & Acquisitions − Purchasing − Marketing & Communication − Quality − Legal − Environmental, Health and − Compliance & Risk incl."
Jenoptik,operational,ai-driven,"These include, for example, optical information and communication technology, where demand for high-quality transceivers for AI-driven data centers is increasing."
Jenoptik,operational,ai-based,"T06 Key projects in 2025 Market Products and solutions developed and launched in 2025 Semiconductor equipment − Expansion of the customer-specific EUV portfolio for semiconductor lithography (light sources, imaging optics, wafer metrology) − Further development of design and manufacturing technologies for highest-performance lenses to meet significantly increased requirements in semiconductor equipment and adjacent markets − Development of scalable, miniaturized high-performance modules, enabling parallelization of optical functions and higher throughput − Development of interfaces in existing design and manufacturing technologies for the integration of photonic integrated circuits (PICs) into miniaturized optical solutions − Optimization of product designs with a focus on sustainability and circularity (“reuse”), including the reuse of returned components in newly manufactured products Metrology and electronics − ImageMaster® PRO AR Reflection: new solution for fast and reliable quality inspection of optical components for augmented reality applications, suitable for high-volume production and improving process reliability and yield − ImageQuality Hub: new software solution enabling standardized, more efficient evaluation and comparability of measurement results across different systems and locations − CamTest Focus OEM: new, easily integrable test unit for fast and more efficient inspection of camera image quality in production − SurfInspect: new automated, AI-based inspection system for objective assessment of the surface quality of optical components, reducing manual effort and improving result comparability Life science and medical − Development of adaptable semiconductor-based white-light sources through the combination of technology illumination and imaging expertise − Integration of multiple technologies into a system supporting minimally invasive, robot-assisted applications for more precise and safer procedures, including in surgical urology and ophthalmology − Participation in the German Federal Ministry of Education and Research (BMBF) funding program “Fusion 2040” as part of the joint project DioHELIOS: contribution to fundamental development of highly efficient diode laser modules as pump sources for high-energy lasers in inertial fusion reactors Traffic safety technology − Expansion of AI-based detection capabilities to include additional types of violations (including turning violations) as well as identification of hazardous and safety-critical behavior − Continued modernization of the software architecture, with initial implementations at customer sites 42 Jenoptik Annual Report 2025 Combined Management Report | General Group Information Employees Development of employee numbers As of December 31, 2025, Jenoptik employed 4,453 people (including trainees and temporary staff), a decrease of 4.2 percent compared with the prior year (31/12/2024: 4,646 employees)."
Jenoptik,operational,ai solution,The medium to high risks associated with the unintended transfer of sensitive data through the use of publicly accessible AI applications and cloud services have been mitigated by the introduction of internal guidelines and the deployment of a proprietary AI solution for employees.
Jenoptik,operational,ai-driven,"The IMF identifies risks, among other factors, in the possibility that expected AI-driven productivity gains may not materialize as anticipated, which could have implications not only for real investment but also for stock markets."
Jenoptik,operational_context,automated,"Here, Jenoptik covers the entire supporting process chain – from system development, construction, installation, and maintenance of the monitoring infrastructure, capturing images of traffic violations and their automated processing in the back-office to debt collection – enabling recurring revenues."
Jenoptik,operational_context,automated,"In addition to control and safeguarding measures within quarterly ESG reporting, further processes were automated, for example in the area of occupational safety, and are now handled more securely and digitally via the central reporting system."
Jenoptik,operational_context,automated,"To obtain consent and commitment to comply with the provisions of the Code of Conduct throughout the supply chain, we have introduced an automated IT solution."
Jenoptik,operational_context,automated,Prodomax plans and builds automated production lines and integrates them into the customer's manufacturing environment.
Krones,strategic,artificial intelligence,"Individual Supervisory Board members thus took part in external and internal training on topics Advice and oversight including financial reporting and financial ratio analysis, the EU Corporate Sustainability Due Diligence Directive, the German Supply Chain Due Diligence Act, As prescribed by the German Stock Corporation Act and the company’s articles sustainability reporting, artificial intelligence in IT strategies and cybersecurity."
Krones,strategic,artificial intelligence,Numerous work operations and processes are accelerated and automated using digital tools like artificial intelligence (AI).
Krones,strategic,artificial intelligence,"investment in the IT sector, especially in the field of artificial intelligence (AI)."
Krones,strategic,artificial intelligence,"The knowledge gained is incorporated into the further deline concept, which is based on modular and standardised components and intevelopment of technology platforms and takes into account both environmental grates the use of robotics and artificial intelligence."
Krones,strategic,artificial intelligence,"Military conflicts, for example, warns that artificial intelligence (AI)-related tech stocks in particular are trading harbour the risk of rising commodity prices and disruptions in global supply at very high levels and that a price correction is consequently possible at any chains."
Krones,strategic,artificial intelligence,"A source of impetus euro area continues to lag according to the IMF is rising technology investment in For industrialised economies, the IMF anticipates below-average GDP growth behind with growth of artificial intelligence (AI), particularly in North America of 1.8% in 2026."
Krones,strategic,artificial intelligence,Line expertise Filling and packaging lines are made up of many individual Artificial intelligence Artificial intelligence (AI) is a branch of computer science that machines and systems.
Krones,strategic,artificial intelligence,"Many new technologies, such as cloud computing, artificial intelligence and rPET Recycled PET."
Krones,operational,predictive maintenance,"This enables Krones to manage the machines and lines remotely, perform software updates, ensure cyber security and provide digital services such as real-time data acquisition and predictive maintenance."
Krones,operational_context,automated,The need for fully automated logistics solutions is also increasing in line with the number of packaged beverage units.
Krones,operational_context,automated,"Key customer requirements and priorities include: Integrated Economic Sustainability packaging solutions Greenhouse gas emissions/net zero Product safety Recycling Quality solutions Resource efficiency Circular economy Fully automated, Sustainable packaging flexible intralogistics Cost savings (TCO) Digitalisation Footprint High availability/reliable production Enabled by Line efficiency digitalization Product diversity 1 | to ouR shaReholdeRs 2 | Combined 3 | CoRpoRate goveRnanCe 4 | Consolidated 5 | notes to the Consolidated 6 | otheR inFoRmation Success factor innovation management RepoRt statement FinanCial statements FinanCial statements 11 || 1122 Meeting customer needs with innovations Innovation is an integral part of Krones’ DNA."
Krones,operational_context,automated,"These included high-quality process technologies, energy and media-efficient filling and packaging solutions, and fully automated intralogistics concepts."
Krones,operational_context,automated,"The portfolio also includes automated guided vehicles, which were shown in service at drinktec."
Krones,operational_context,automated,"Our highly automated solutions enable customers to save energy, reduce the number of operating personnel and cut operating costs."
Krones,operational_context,automated,This fully automated product from System Logistics both saves on operating personnel and quickly and reliably handles complex orders.
Krones,operational_context,automated,"An important part of Ingeniq alongside our energy-saving, small carbon footprint enviro machines is autonomous and automated material handling throughout the production process."
Krones,operational_context,automated,"We have a solid order backlog, and demand for our products and energy and media-efficient filling and packaging systems, and fully automated services remained robust going into the year."
Krones,operational_context,automated,"Revenue (€ million) 507.5 513.7 453.3 2023 2024 2025 2023 2024 2025 EBITDA (€ million) 34.7 49.5 52.9 EBITDA margin (%) 7.7 9.7 10.3 1 | to ouR shaReholdeRs 2 | Combined 3 | CoRpoRate goveRnanCe 4 | Consolidated 5 | notes to the Consolidated 6 | otheR inFoRmation management RepoRt statement FinanCial statements FinanCial statements Fundamental Information Krones at a glance 2 | 49 Intralogistics segment In this segment, through the System Logistics subgroup, Krones provides the planning and design of fully automated warehousing, order-picking and material flow systems, with automated guided vehicle systems and matching software tools."
Krones,operational_context,automated,"Warehouse and material flow technology Automated guided vehicles Automated order picking systems System and software solutions See also Segment report, pages 108 and 240."
Krones,operational_context,automated,"1 | to ouR shaReholdeRs 2 | Combined 3 | CoRpoRate goveRnanCe 4 | Consolidated 5 | notes to the Consolidated 6 | otheR inFoRmation management RepoRt statement FinanCial statements FinanCial statements Fundamental Information Krones’ Strategy 2 | 62 Intralogistics Intralogistics segment Market with above-average growth potential Despite the current difficult economic conditions, the market for automated warehouse logistics will grow faster than the global economy in the medium and long term."
Krones,operational_context,automated,"As well as saving energy and lowering operating costs, our automated products increase efficiency and reduce the number of operating personnel required, thus countering the skills shortage."
Krones,operational_context,automated,System Logistics will drive profitable growth primarily with automated order picking systems and expansion of the service and software business.
Krones,operational_context,automated,"In the event of any cations, subsidiary System Logistics SpA has also implemented an automated irregularities, measures are specified and solutions proposed."
Krones,operational_context,automated,System Logistics is also Revenue growth 3% – 5%* 7.0% 7% – 9% driving profitable growth primarily with automated order picking systems and EBITDA margin 10.7% – 11.1% 10.6% 10.2% – 10.8% expansion of the service and software business.
Krones,operational_context,automated,The group has a legal right to payment for the ness of automated application controls.
Nemetscheck Group,strategic,artificial intelligence,"4 KEy FIgURES REVENUES BY SEGMENT IN % Media 10% Previous year: 12% 45% Design Manage 4% Previous year: 49% Previous year: 5% Build 40% Previous year: 34% REVENUES BY TYPE IN % Consulting & Hardware 3.1% 4.7% Software licenses Previous year: 3.4% Previous year: 10.1% Recurring revenues software services, rental models (subscription, software-as-a-service) 92.2% Previous year: 86.5% REVENUES BY REGION IN % Asia / Pacific 10% Previous year: 10% 17% Germany Previous year: 18% Americas 42% EMEA 31% (without Germany) Previous year: 41% Previous year: 31% 5 Letter to Shareholders Artificial intelligence is currently one of the most transformative Fiscal year 2025: Strong growth with increased profitability forces shaping the global economy."
Nemetscheck Group,strategic,artificial intelligence,"sition of our business from license sales to subscription and SaaS models, this revenue category has grown at an above average Artificial intelligence is one of the most important growth drivers pace and now forms the backbone of our recurring business."
Nemetscheck Group,strategic,ai strategy,This solid financial position gives the Nemetschek Group a 7 Strategic highlights 2025 » Strategic partnerships and academic collaborations Our focus on growth and innovation was also reflected in numer- are another important lever in our AI strategy.
Nemetscheck Group,strategic,ai strategy,"with the Technical University of Munich (TUM), we further expanded our cooperation at an international level, » One focus continued to be the consistent further developincluding Stanford University (Center for Integrated Facility ment of our AI strategy."
Nemetscheck Group,strategic,digital transformation,The digital transformation of the industry is there- Our conviction is unwavering: Our robust operational foundation fore becoming increasingly important.
Nemetscheck Group,strategic,artificial intelligence,"By evolving from a vertical software company to a vertical AI We are entering the year 2026 with a clear ambition: We will fur- leader, we build on our deep domain expertise, our unique data ther advance our internationalization, intensify innovation with a intelligence, our trusted customer relationships, and our network strong focus on artificial intelligence, make targeted investments effects."
Nemetscheck Group,strategic,digital transformation,He also promotes innovation and digital transformation to enhance customer value and achieve long-term success.
Nemetscheck Group,strategic,ai will,"The trans- struction – where AI will transform fragmented formation of our business model has proved workflows into seamless, data-driven collaboration successful."
Nemetscheck Group,strategic,ai-first,"Building on these faster, safer, and with greater confidence – all while measures and our clear AI-first strategy, we will achieving sustainable growth for our business.” continue to create added value for our customers going forward.” 11 Supervisory Board’s Report on the 2025 Fiscal Year of Nemetschek SE The Supervisory Board of Nemetschek SE involved itself exten- was able to completely fulfill its monitoring and advisory role at sively with the situation and development of the Nemetschek all times."
Nemetscheck Group,strategic,artificial intelligence,The Supervisory Board additionally » Continuous development and further areas of application of examined the effects of the ongoing geopolitical crises on the artificial intelligence (AI-based solutions) company’s business activities.
Nemetscheck Group,strategic,artificial intelligence,"Other focal points included the advancement of the product and solution portfolio, technology and innovation – including » Progress of the company-wide business enablement initiathe use of artificial intelligence – and matters relating to organizatives tional alignment and ongoing transformation projects."
Nemetscheck Group,strategic,artificial intelligence,The » Targets achieved by the Executive Board and general managSupervisory Board also received training on application areas ers and release of payments of variable remuneration shares and possible use cases for artificial intelligence.
Nemetscheck Group,strategic,artificial intelligence,cross-brand and cross-segment initiatives The Supervisory Board consists of six members and is of the » Strategic alignment in the area of artificial Intelligence (AI) opinion that a body of this size ensures the efficient and effective discharge of its duties even without forming further specialized » Group-wide cloud infrastructure committees.
Nemetscheck Group,strategic,artificial intelligence,"ning foundations (business plan for the 2026 fiscal year) » Strategic projects at segment level and Group level, including AUDIT COMMITTEE AND INDIVIDUAL ATTENDANCE RATE cross-brand and cross-segment initiatives Number of meetings / Participation rate » Artificial intelligence focus areas Participation in % Kurt Dobitsch 4/4 100 % » Investment projects in core and growth markets Iris M."
Nemetscheck Group,strategic,artificial intelligence,"The rapid at the beginning of 2025 in particular, driven by a further eas- development of generative artificial intelligence led to a revaluaing of inflation but especially by extensive fiscal policy stimulus in tion of many business models."
Nemetscheck Group,strategic,artificial intelligence,"were broad-based, largely disconnected from companies’ operating performance and driven by a wide-scale revaluation of busiPublication of the preliminary results for the 2024 fiscal year on ness models amid rapid advances in artificial intelligence."
Nemetscheck Group,strategic,artificial intelligence,market perceptions regarding the potential disruptive impact of artificial intelligence weighed particularly heavily on the sector.
Nemetscheck Group,operational,our ai,"At the same time, we further strengthened our AI a key catalyst for innovation."
Nemetscheck Group,operational,our ai,"Moreover, we are working closely with Googand product development, technology-driven acquisitions and le Cloud, among others, in the commercial sector to further venture investments, and strategic partnerships with leading strengthen our AI and cloud expertise and to translate technology and research institutions."
Nemetscheck Group,operational,our ai,"» In the area of innovation and in‑house product devel‑ » Our internationalization and group-wide go‑to‑market ap‑ opment, we have continuously expanded our AI funcproach were further strengthened in the year 2025."
Nemetscheck Group,operational,ai-based,"and Manufacton, by adding additional expertise sharing of best practices, and an optimized tool and support in the area of data-driven and AI-based solutions."
Nemetscheck Group,operational,ai platform,"At the system landscape – supported by the targeted internal use same time, a venture investment in Handoff, an AI platform of AI to further automate and increase the efficiency of global for contractors, was completed."
Nemetscheck Group,operational_context,automated,"It creates attractive growth fiscal year 2025 thanks to our very strong organic growth opportunities for us – for example, through agent-based AI solu– particularly in the Design and Build segments – and the tions that support decision-making, automated processes and inorganic revenue contribution from GoCanvas in the first half workflows while significantly increasing productivity."
Rational AG,strategic,artificial intelligence,If 28 RATIONAL Annual Report 2025 Group Management Report The intensified use of artificial intelligence opens up Risks to the health of employees considerable opportunities for increasing efficiency and If hazardous and poisonous substances are handled improperly optimising processes.
Rational AG,strategic,artificial intelligence,artificial intelligence in 2025.
Rational AG,operational_context,automated,A fully automated order-picking high-bay and commitment of our employees.
Rational AG,operational_context,automated,"Demand for out-of-home catering is growing, capacity to expand the international infrastructure, safeguard and because of skills shortages this means that automated, process quality, enable strategic projects as well as implement efficient solutions such as combi ovens are very sought-after."
STRATEC SE,strategic,artificial intelligence,"Alongside the ongoing dominant topic of artificial intelligence, investors increasingly focused on infrastruc- Measured in terms of simple order book turnover, ture investments, defense, and the energy transition."
STRATEC SE,operational,ai-driven,"In parallel, growth benefited from the moderate growth of 3.6 % seen in the previous dynamic investment in technology and AI-driven sec- year."
STRATEC SE,operational_context,automated,"As diagnostic assays become more sensitive and as cell-based therapies move toward large-scale therapeutic manufacturing, separation technologies must meet new requirements simultaneously: they must be gentle, high-throughput, reproducible, and, crucially, compatible with automated workflows."
STRATEC SE,operational_context,automated,"Micropillars operate continuously and in parallel, therefore they form the basis of robust, high-throughput microfluidic “engines” suitable for integration into automated systems."
STRATEC SE,operational_context,automated,"By enabling gentle, reproducible, and highthroughput cell isolation, they provide a foundation for closed, automated workflows that preserve cell viability and function while meeting industrial manufacturing requirements."
STRATEC SE,operational_context,automated,"Today, this expertise is reflected in a comprehensive automated manufacturing platform that combines mastering (the fabrication of micro- and nanostructures), highprecision, temperature-variable compression molding, and various bonding and laser welding processes."
STRATEC SE,operational_context,automated,"ous coating technologies, polymer science applications, and the automated and industrial production of smart consumables."
STRATEC SE,operational_context,automated,"The lack of qualified laboratory staff in many countries is additionally boosting demand for highly automated, To optimally draw on the wide variety of growth poefficient system solutions."
STRATEC SE,operational_context,automated,"nent stream of new insights and applications that, in the next step, have to be turned into marketable, automated products in the form of diagnostic and therapeutic solutions."
STRATEC SE,operational_context,automated,Automated solutions help to replace manual processes that are prone to error and to meet increasingly strict regulatory requirements.
STRATEC SE,operational_context,automated,GENERAL DISCLOSURES Basis of preparation General information STRATEC SE designs and manufactures fully automated The consolidated financial statements compiled by analyzer systems for its partners in the fields of clinical STRATEC SE as the topmost parent company as of diagnostics and biotechnology.
STRATEC SE,operational_context,automated,"These agreements are statements, we began our audit by assessing the proprimarily aimed at developing fully automated analysis cesses and controls established by the Group, including systems for customers in the diagnostics and biotech- the IT systems used to recognize revenue from denology sectors."
SUSS Microtec SE,strategic,artificial intelligence,tion to the use of artificial intelligence at the Company and the them and the current members of the Management Board every associated risks and opportunities.
SUSS Microtec SE,strategic,digital transformation,We continuously invest in the Company in the digital transformation of our processes.
SUSS Microtec SE,strategic,artificial intelligence,The restateductors used in artificial intelligence applications.
SUSS Microtec SE,strategic,artificial intelligence,"When assessing the growth of the global growth outlook are primarily uncertainties arising from equipment industry, it is important to note that efficiency gains, trade policy tensions and changes, ongoing global geopolitical increases in throughput and yields, and the trend toward larger tensions and local political conflicts, the unclear development of wafer diameters and square substrates may cause the industry productivity gains through artificial intelligence and thus the de- to diverge from the overall semiconductor market."
SUSS Microtec SE,strategic,artificial intelligence,"The stronand storage applications, particularly in connection with the fur- gest growth in 2026 is still expected to come primarily from the ther expansion of the infrastructure for artificial intelligence ap- sub-segments of memory applications (DRAM, NAND) and adplications."
SUSS Microtec SE,operational,predictive maintenance,"Nonetheless, due to Through predictive maintenance, we try to keep the operational theless, we cannot rule out the possibility of data manipulation, the growing complexity of the tools, there is a risk that quality readiness of the ventilation systems high and avoid failures."
SUSS Microtec SE,operational_context,automated,"With regard to key technol- ers for many years with fully automated tools, which are primarily inkjet process for efficiency-optimized processes, round off our ogies, useful additions to our portfolio, and attractive research and used for high-volume production, as well as with manual tools in portfolio."
SUSS Microtec SE,operational_context,automated,"semi-automated, and automated solutions."
Secunet,strategic,digital transformation,"For over Business sector: Secure digitalization in 25 years, we have been the digital security partner for Europe's governments, institutions, and businesses, ensuring their industry and healthcare independence and data sovereignty with high-performance Digital transformation is giving rise to new business models, infrastructures and security technologies."
Secunet,strategic,digital transformation,"In a world characterized by increasing geopolitical instability and rapid digital transformation, we once again demonstrated that cybersecurity is not an optional extra, but rather the foundation of sovereign societies."
Secunet,strategic,artificial intelligence,"The loss of data sovereignty 6 Company Management Report Consolidated Financial Statements Other Disclosures Growth trajectory confirmed: Our core Public Sector segment remained the With the advancement of artificial intelligence, strongest growth driver, generating sales revenue of threat scenarios have also changed: Sophisticated A new record year €412.2 million."
Secunet,strategic,digital transformation,Our operating profit (EBIT) also improved expertise to secure its digital transformation.
Secunet,strategic,artificial intelligence,"This empowers access the telematics infrastructure (""TI as a government agencies and security-critical indus- Service"") with high performance and low maintries to harness the potential of artificial intelligence tenance."
Secunet,strategic,artificial intelligence,"Digital transfor- reports, provided regular advisory support, and, in mation and the expansion of infrastructure for the course of fulfilling our duties, satisfied ourselves artificial intelligence and cybersecurity, in particular, that the work of the Management Board was lawful, Dr."
Secunet,strategic,artificial intelligence,transformation and artificial intelligence.
Secunet,strategic,artificial intelligence,"The system is delivered fully integrated and quickly deploy artificial intelligence (AI) in a pre-configured, allowing for rapid deployment."
Secunet,strategic,ai can,"This ensures that sensitive data remains protected at all times, and More information: the AI can only access the content it is authorized to."
Secunet,strategic,artificial intelligence,from the ongoing wave of investment in artificial intelligence and technological infrastructure.
Secunet,strategic,artificial intelligence,"The threat landscape is now characterized by a Information and communication technology (ICT) market significant professionalization of attackers, who use generative artificial intelligence to conduct automated and highly personalized attacks on an In addition to the general economic development in Germany, the overall industrial scale."
Secunet,strategic,digital transformation,"With secunet's security The EU has now published requirements for sustainable economic activities, as solutions, companies can meet security standards in their digitalization projects defined in the Taxonomy Regulation, for all six environmental objectives (climate and thus accelerate their digital transformation."
Secunet,operational,ai solution,"The AI solution is multi-tenant capable, meaning it offers strict separation between units such as departments, teams, or projects."
Secunet,operational,predictive maintenance,"also allows for the storage of configurations as a The latter allows the company to leverage added ""digital twin"" and the distribution of updates to a value, for example, through predictive maintenance large number of devices."
Secunet,operational_context,automated,"Relief is achieved primarily where efficient, make lengths of stay more transparent, and control points: How can additional checks be processes are automated and work steps are reliably verify identities."
Secunet,operational_context,automated,"Ultimately, the and secure › Where automated border control makes sense, even after success of the EES is not determined by the secunet easygate speeds up processing through the technology alone, but by its integration into robust document and identity verification in a introduction functioning processes."
Secunet,operational_context,automated,36 Company Management Report Consolidated Financial Statements Other Disclosures includes automated border control systems that ensure a smooth and secure International business flow of passengers at airports and other border control points.
Secunet,operational_context,automated,"By integrating AI into cyber involve filling gaps in the portfolio and further strengthening technological defense – for example, for the automated, real-time detection of anomalies – expertise."
Secunet,operational_context,automated,In addition to manual process controls – such as the dual control principle – automated IT The control activities to ensure the correctness and reliability of financial process controls are also an essential part of the process-integrated measures.
Secunet,operational_context,automated,"This also includes automated increasingly interconnected world, the company combines products and border control systems that ensure a smooth and secure flow of passengers at consulting services to create resilient digital infrastructures and provide the airports and other border control points."
Secunet,operational_context,automated,"ESG risk management software supports the automated review of direct suppliers for compliance with human rights and environmental If a complaint is received via the whistleblower system, we have been sending the standards."
Secunet,operational_context,automated,"The portfolio also includes a wide range of Cost of sales -312,109 -40,439 -352,548 products and services related to IT security for public sector clients, from IT Selling expenses -24,812 -5,826 -30,638 security consultancy and training to products for electronic passports, Research and development costs -8,875 -2,559 -11,434 automated (biometric) border control systems, the ELSTER electronic tax return Administrative costs -11,333 -1,236 -12,569 system, and the equipping of large infrastructures with high-security technology Segment result (EBIT) 55,087 -3,441 51,646 and public key infrastructures."
TRUMPF,strategic,digital transformation,"It represents a clear promise: nologies, and supports them as a customer, including technological excellence, long-term partnership, out- in future-oriented areas such as digital transformation standing service, and much more."
TRUMPF,strategic,digital transformation,"Board dealt with the strategic realignment of business divisions, digital transformation, competition from The Supervisory Board wishes to thank the Managing Chinese suppliers, the completion of the SE name change Board members and all employees worldwide for their for the subsidiaries, sustainability and the circular outstanding commitment and constructive personal coneconomy, employee satisfaction, cybersecurity, and tributions to the company’s success."
TRUMPF,strategic,artificial intelligence,"As a next political tensions pose risks for TRUMPF, which has cus- The artificial intelligence (AI) megatrend is significantly of the materials used."
TRUMPF,strategic,artificial intelligence,"These measures are based, among other EU Artificial Intelligence Act."
TRUMPF,strategic,artificial intelligence,"These mea- logical developments such as artificial intelligence and sales revenues, albeit only a moderate one."
TRUMPF,strategic,artificial intelligence,"KG Concept and design: Strichpunkt GmbH, Stuttgart/Berlin FOR HIGHLY PRODUCTIVE LASER CUTTING THANKS TO Corporate Communications, www.strichpunkt-design.de INDUSTRIAL USE ARTIFICIAL INTELLIGENCE Public Policy and Brand Photographs: Charles Camarda, Camarda Visual Studio, LLC TRUMPF has developed new, highly productive fi ber lasers that are At its INTECH in-house exhibition, TRUMPF is showcasing its “Cutting Idea and editorial work David Franck suitable for a wide range of welding applications in all industries, such Assistant,” a solution that uses artifi cial intelligence (AI) to improve the Laurian Ghinițoiu as high-precision battery welding for electric cars."
TRUMPF,strategic,artificial intelligence,MARCH 2025 SEPTEMBER 2024 ARTIFICIAL INTELLIGENCE NEW LASER CUTTING IMPROVES MACHINE FOR CHAMFERING LASER WELDING DURING CUTTING TRUMPF is using artifi cial intelligence (AI) to increase productivity in TRUMPF is bringing a new machine to market that automatically prepares automotive manufacturing.
TRUMPF,strategic,artificial intelligence,MARCH 2025 ARTIFICIAL INTELLIGENCE IMPROVES LASER WELDING TRUMPF is using artifi cial intelligence (AI) to increase productivity in automotive manufacturing.
TRUMPF,operational,ai solution,The company has developed an AI solution components for welding.
TRUMPF,operational,ai solution,"reduces manufacturing costs for users, as the AI solution can replace The new TruLaser Series 3000 Bevel Cut Edition can chamfer sheets up other time-consuming quality checks."
TRUMPF,operational,ai solution,The AI solution is suitable for many to 25 millimeters thick.
TRUMPF,operational,ai solution,"The company has developed an AI solution that checks the quality of components, such as batteries for electric cars, immediately after laser welding, identifi es possible defects, and enables repairs to be carried out in the laser welding station as a result."
TRUMPF,operational,ai solution,"This reduces manufacturing costs for users, as the AI solution can replace other time-consuming quality checks."
TRUMPF,operational,ai solution,"The AI solution is suitable for many Note P C r O in ₂ t e c d o m pr p o e d n u s c a t t ed other applications, such as the welding of car body parts, hairpins for Any reference to the masculine form is More information here: electric motors, and contacts for electronic components."
TRUMPF,operational_context,automated,"Auditor’s fee of the exemption under Article 264 (3) HGB: Amphos in the value of underlying and hedging transactions are The total fee charged by the Group’s auditor Pricewa- GmbH, Berthold Leibinger Immobilien GmbH, Celtia TRUMPF will increase its stake in STOPA Anlagenbau recorded in the profit and loss statement on a gross terhouseCoopers GmbH for the fiscal year can be bro- Verwaltungs-GmbH, INGENERIC GmbH, TMT SE, JFY GmbH, a leading manufacturer of automated storage basis."
TRUMPF,operational_context,automated,"Manuel Thomä FACILITATE AUTOMATED SORTING Printing: Offi zin Scheufele COST-EFFECTIVE HIGHContact www.scheufele.de At EuroBLECH 2024, TRUMPF presented a completely new solution for SPEED CHIPS the automated sorting of 2D laser-cut parts."
